Student_ID_random,Course_ID,time,Concentration,Cluster,Academic_year,Period
844,SKI1004,20084,NA,Methods,2008-2009,4
102,SSC2037,20164,SSC,Int. Relations,2016-2017,4
1743,SAE0004,20091,NA,NA,2009-2010,1
1424,PRO1012,20156,NA,Methods,2015-2016,6
496,COR1002,20125,NA,Philosophy,2012-2013,5
2478,PRO2003,20071,NA,Skills,2007-2008,1
2069,SKI2084,20142,NA,Skills,2014-2015,2
602,PRO2003,20113,NA,Skills,2011-2012,3
1144,COR1005,20084,NA,Methods,2008-2009,4
600,SKI2000,20111,NA,Skills,2011-2012,1
1078,SKI2007,20161,NA,Skills,2016-2017,1
680,SKI1008,20101,NA,Skills,2010-2011,1
320,SSC1005,20151,SSC,Psychology,2015-2016,1
1012,COR1002,20071,NA,Philosophy,2007-2008,1
1522,SSC2038,20134,SSC,Economics,2013-2014,4
1783,SKI3002,20152,NA,Skills,2015-2016,2
2427,SKI1008,20094,NA,Skills,2009-2010,4
453,COR1004,20082,NA,Philosophy,2008-2009,2
728,SSC1009,20091,SSC,Governance,2009-2010,1
219,HUM3029,20144,HUM,Literature,2014-2015,4
855,PRO1012,20146,NA,Methods,2014-2015,6
111,SKI1005,20145,NA,Methods,2014-2015,5
454,SSC1005,20111,SSC,Psychology,2011-2012,1
1770,SKI3051,20102,NA,Skills,2010-2011,2
1533,COR1003,20081,NA,History,2008-2009,1
2175,PRO3008,20106,NA,Skills,2010-2011,6
1453,SKI1005,20105,NA,Methods,2010-2011,5
1684,SSC3048,20104,NA,NA,2010-2011,4
1967,SSC1002,20102,NA,NA,2010-2011,2
2467,PRO2003,20093,NA,Skills,2009-2010,3
972,HUM3045,20111,HUM,Philosophy,2011-2012,1
1375,SAE0002,20094,NA,NA,2009-2010,4
211,COR1005,20144,NA,Methods,2014-2015,4
1620,SSC2039,20104,SSC,Philosophy,2010-2011,4
2195,SCI1016,20132,SCI,Globalization & SD,2013-2014,2
2017,SKI1004,20114,NA,Methods,2011-2012,4
1198,SKI1005,20085,NA,Methods,2008-2009,5
2441,SSC2042,20115,SSC,International Law,2011-2012,5
844,SKI1007,20082,NA,NA,2008-2009,2
248,SSC1025,20154,SSC,Governance,2015-2016,4
2527,HUM2046,20171,HUM,Sociology,2017-2018,1
625,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
856,SCI3004,20114,NA,NA,2011-2012,4
502,SKI2003,20115,NA,NA,2011-2012,5
1497,SSC2039,20134,SSC,Philosophy,2013-2014,4
1514,SSC3032,20162,SSC,Int. Relations,2016-2017,2
2353,SAS2001,20121,SSC,NA,2012-2013,1
472,SSC3045,20142,SSC,Business,2014-2015,2
1324,SCI2034,20122,SCI,Psychology,2012-2013,2
805,HUM2051,20154,HUM,Philosophy,2015-2016,4
1695,EBC2068,20095,NA,NA,2009-2010,5
1556,SCI2011,20161,SCI,Computer Science,2016-2017,1
914,SSC2036,20082,SSC,Business,2008-2009,2
628,SSC1027,20172,SSC,Economics,2017-2018,2
1143,SKI2087,20104,NA,NA,2010-2011,4
1974,HUM1014,20154,HUM,Literature,2015-2016,4
1188,SSC2027,20111,SSC,Sociology,2011-2012,1
470,SKI1004,20124,NA,Methods,2012-2013,4
2291,PRO1010,20071,NA,Skills,2007-2008,1
1081,PRO2004,20123,NA,Skills,2012-2013,3
752,SSC2014,20071,NA,NA,2007-2008,1
2449,SAH1001,20161,HUM,NA,2016-2017,1
1681,SCI1016,20172,SCI,Globalization & SD,2017-2018,2
529,EXT0001,20145,NA,NA,2014-2015,5
800,HUM2001,20081,NA,NA,2008-2009,1
45,SCI2031,20154,SCI,Biomedical Sciences,2015-2016,4
1563,COR1002,20145,NA,Philosophy,2014-2015,5
2470,SCI1016,20172,SCI,Globalization & SD,2017-2018,2
635,SKI2049,20101,NA,Skills,2010-2011,1
950,UCEXTE1370,20084,NA,NA,2008-2009,4
1944,HUM2052,20155,HUM,Philosophy,2015-2016,5
1473,SSC2050,20145,SSC,Psychology,2014-2015,5
2039,CAP3000,20164,NA,NA,2016-2017,4
525,UCEXTE0758,20082,NA,NA,2008-2009,2
2190,SKI2049,20161,NA,Skills,2016-2017,1
2042,SSC2046,20081,SSC,Globalization & SD,2008-2009,1
33,PRO2003,20093,NA,Skills,2009-2010,3
562,CAP3000,20114,NA,NA,2011-2012,4
378,SKI1005,20105,NA,Methods,2010-2011,5
1624,CAP3000,20144,NA,NA,2014-2015,4
929,HUM2011,20085,NA,NA,2008-2009,5
2050,PRO2003,20071,NA,Skills,2007-2008,1
2425,SKI1005,20135,NA,Methods,2013-2014,5
2317,PRO1010,20173,NA,Skills,2017-2018,3
263,SKI3050,20071,NA,Skills,2007-2008,1
1973,SKI1008,20151,NA,Skills,2015-2016,1
1409,SKI1006,20071,NA,NA,2007-2008,1
2088,LAN2000,20171,NA,NA,2017-2018,1
1611,SKI3002,20122,NA,Skills,2012-2013,2
1071,SSC1007,20071,SSC,International Law,2007-2008,1
567,SKI2084,20102,NA,Skills,2010-2011,2
1563,SSC1009,20141,SSC,Governance,2014-2015,1
1063,HUM1011,20091,HUM,Cultural Studies,2009-2010,1
2172,SSC2051,20105,NA,NA,2010-2011,5
190,SKI3050,20091,NA,Skills,2009-2010,1
1758,SSC1007,20162,SSC,International Law,2016-2017,2
296,SAE0002,20101,NA,NA,2010-2011,1
287,EBC2138,20102,NA,NA,2010-2011,2
1319,HUM2005,20071,HUM,History,2007-2008,1
2184,SSC3036,20101,SSC,Int. Relations,2010-2011,1
687,PRO2003,20103,NA,Skills,2010-2011,3
1425,SSC2018,20114,SSC,Business,2011-2012,4
1627,SKI2007,20154,NA,Skills,2015-2016,4
386,SAS2004,20114,SSC,NA,2011-2012,4
1021,SSC1026,20092,NA,NA,2009-2010,2
739,COR1005,20094,NA,Methods,2009-2010,4
2410,SCI3051,20175,SCI,Computer Science,2017-2018,5
508,COR1003,20131,NA,History,2013-2014,1
2095,SSC2028,20112,SSC,Sociology,2011-2012,2
2458,SKI1004,20154,NA,Methods,2015-2016,4
708,SKI3002,20082,NA,Skills,2008-2009,2
2243,SKI1005,20071,NA,Methods,2007-2008,1
1725,COR1003,20121,NA,History,2012-2013,1
176,SSC2028,20122,SSC,Sociology,2012-2013,2
1831,COR1004,20112,NA,Philosophy,2011-2012,2
1422,PRO1010,20163,NA,Skills,2016-2017,3
2168,SCI1016,20082,SCI,Globalization & SD,2008-2009,2
1018,COR1004,20155,NA,Philosophy,2015-2016,5
617,SSC3011,20094,SSC,Governance,2009-2010,4
1200,SSC3047,20092,SSC,Globalization & SD,2009-2010,2
2245,COR1003,20131,NA,History,2013-2014,1
1380,COR1003,20091,NA,History,2009-2010,1
249,SSC2037,20144,SSC,Int. Relations,2014-2015,4
1240,SKI3052,20122,NA,Methods,2012-2013,2
2476,SSC2051,20115,NA,NA,2011-2012,5
1505,CAP3000,20104,NA,NA,2010-2011,4
1915,SSC2041,20111,NA,NA,2011-2012,1
1024,HUM1007,20152,HUM,Philosophy,2015-2016,2
1162,SKI2007,20094,NA,Skills,2009-2010,4
1123,SAS3002,20121,SSC,NA,2012-2013,1
1186,SKI1009,20102,NA,Skills,2010-2011,2
2531,HUM2014,20152,HUM,Philosophy,2015-2016,2
1986,SAS3001,20141,SSC,NA,2014-2015,1
1630,PRO2003,20083,NA,Skills,2008-2009,3
1379,SSC1009,20151,SSC,Governance,2015-2016,1
2450,SAC3001,20151,SCI,NA,2015-2016,1
571,HUM2003,20131,HUM,Sociology,2013-2014,1
1457,COR1002,20145,NA,Philosophy,2014-2015,5
824,SKI1005,20175,NA,Methods,2017-2018,5
1650,SAH3001,20131,HUM,NA,2013-2014,1
300,PRO1011,20096,NA,NA,2009-2010,6
1205,SKI1005,20125,NA,Methods,2012-2013,5
1806,SKI2083,20135,NA,Skills,2013-2014,5
264,PRO1010,20156,NA,Skills,2015-2016,6
70,PRO2004,20136,NA,Skills,2013-2014,6
2082,SCI1016,20132,SCI,Globalization & SD,2013-2014,2
1831,SKI2000,20114,NA,Skills,2011-2012,4
752,HUM1011,20081,HUM,Cultural Studies,2008-2009,1
351,HUM1012,20141,HUM,Cultural Studies,2014-2015,1
1145,HUM2050,20114,HUM,History,2011-2012,4
1438,COR1002,20152,NA,Philosophy,2015-2016,2
1359,SKI1005,20115,NA,Methods,2011-2012,5
698,SSC3046,20094,NA,NA,2009-2010,4
1760,EBC2064,20101,NA,NA,2010-2011,1
1271,SSC3040,20071,SSC,Sociology,2007-2008,1
976,SSC2046,20101,SSC,Globalization & SD,2010-2011,1
875,SCI1010,20151,SCI,Mathematics,2015-2016,1
1156,SAE0005,20091,NA,NA,2009-2010,1
587,HUM2046,20131,HUM,Sociology,2013-2014,1
466,SSC3033,20082,SSC,Economics,2008-2009,2
397,SSC2038,20094,SSC,Economics,2009-2010,4
2089,UCLCLC227,20082,NA,NA,2008-2009,2
2427,SKI2049,20101,NA,Skills,2010-2011,1
995,SAE0002,20101,NA,NA,2010-2011,1
345,SCI1003,20071,NA,NA,2007-2008,1
1269,SCI2008,20105,NA,NA,2010-2011,5
1101,COR1002,20145,NA,Philosophy,2014-2015,5
1967,PRO2004,20113,NA,Skills,2011-2012,3
1626,SAS2001,20161,SSC,NA,2016-2017,1
1306,SCI2012,20164,SCI,Globalization & SD,2016-2017,4
642,SSC1009,20131,SSC,Governance,2013-2014,1
1188,SSC1006,20091,SSC,Int. Relations,2009-2010,1
1475,SSC2064,20154,SSC,Governance,2015-2016,4
1861,PRO1012,20153,NA,Methods,2015-2016,3
1284,COR1005,20114,NA,Methods,2011-2012,4
989,PRO3008,20166,NA,Skills,2016-2017,6
1092,SKI1008,20141,NA,Skills,2014-2015,1
1134,SCI2012,20071,SCI,Globalization & SD,2007-2008,1
847,PRO1010,20173,NA,Skills,2017-2018,3
1736,SSC2052,20164,SSC,Economics,2016-2017,4
2365,SSC2048,20172,SSC,Economics,2017-2018,2
282,SKI2007,20091,NA,Skills,2009-2010,1
855,SKI1005,20145,NA,Methods,2014-2015,5
1144,SSC1025,20084,SSC,Governance,2008-2009,4
1156,SAE0001,20091,NA,NA,2009-2010,1
1958,COR1005,20151,NA,Methods,2015-2016,1
414,SCI3033,20085,SCI,Biomedical Sciences,2008-2009,5
2102,SSC2039,20071,SSC,Philosophy,2007-2008,1
920,SKI1009,20142,NA,Skills,2014-2015,2
748,SSC2034,20105,SSC,International Law,2010-2011,5
1703,SCI2034,20142,SCI,Psychology,2014-2015,2
2377,UGR3001,20161,NA,Methods,2016-2017,1
470,SCI3048,20135,SCI,Biomedical Sciences,2013-2014,5
1069,UCLCLC226,20071,NA,NA,2007-2008,1
1715,SSC2048,20122,SSC,Economics,2012-2013,2
2252,HUM3029,20124,HUM,Literature,2012-2013,4
163,UCEXTE0454,20071,NA,NA,2007-2008,1
776,HUM1013,20102,HUM,History,2010-2011,2
1096,SKI1005,20135,NA,Methods,2013-2014,5
2512,SKI3052,20132,NA,Methods,2013-2014,2
982,PRO1010,20093,NA,Skills,2009-2010,3
1675,SSC2026,20105,NA,NA,2010-2011,5
1136,SSC3010,20111,NA,NA,2011-2012,1
500,SKI2064,20082,NA,NA,2008-2009,2
634,SKI2002,20082,NA,NA,2008-2009,2
1767,CAP3000,20174,NA,NA,2017-2018,4
1717,SCI1009,20101,SCI,Biomedical Sciences,2010-2011,1
1576,SSC3018,20145,SSC,Methods,2014-2015,5
192,SKI1008,20151,NA,Skills,2015-2016,1
1840,UCEXTE0835,20071,NA,NA,2007-2008,1
453,PRO2004,20093,NA,Skills,2009-2010,3
282,SSC1001,20081,NA,NA,2008-2009,1
845,SSC2022,20145,SSC,Business,2014-2015,5
1070,SKI3051,20092,NA,Skills,2009-2010,2
2279,SSC2004,20071,SSC,Psychology,2007-2008,1
2505,SKI1004,20154,NA,Methods,2015-2016,4
1871,SAS1001,20161,SSC,NA,2016-2017,1
350,PRO3008,20153,NA,Skills,2015-2016,3
514,CAP3000,20121,NA,NA,2012-2013,1
1860,SSC1006,20175,SSC,Int. Relations,2017-2018,5
349,SSC1001,20091,NA,NA,2009-2010,1
2454,COR1003,20131,NA,History,2013-2014,1
1808,SAE0006,20094,NA,NA,2009-2010,4
1594,SKI2083,20155,NA,Skills,2015-2016,5
2237,COR1005,20101,NA,Methods,2010-2011,1
1193,SSC2046,20161,SSC,Globalization & SD,2016-2017,1
2280,SAS2002,20174,SSC,NA,2017-2018,4
1799,PRO2004,20163,NA,Skills,2016-2017,3
1423,PRO1012,20166,NA,Methods,2016-2017,6
1967,HUM1014,20114,HUM,Literature,2011-2012,4
2419,HUM3051,20162,HUM,Sociology,2016-2017,2
2312,COR1002,20165,NA,Philosophy,2016-2017,5
1225,SAE0001,20094,NA,NA,2009-2010,4
1524,SKI2086,20102,NA,Skills,2010-2011,2
755,PRO1010,20176,NA,Skills,2017-2018,6
950,PRO3008,20083,NA,Skills,2008-2009,3
2409,SCI1016,20132,SCI,Globalization & SD,2013-2014,2
2299,SCI2034,20172,SCI,Psychology,2017-2018,2
1103,PRO3008,20106,NA,Skills,2010-2011,6
299,SKI1006,20081,NA,NA,2008-2009,1
447,SKI1009,20122,NA,Skills,2012-2013,2
2191,SSC2061,20172,SSC,Methods,2017-2018,2
602,HUM1014,20105,HUM,Literature,2010-2011,5
227,SKI2005,20114,NA,Methods,2011-2012,4
1511,SAS2002,20141,SSC,NA,2014-2015,1
774,SSC3010,20101,NA,NA,2010-2011,1
1039,SKI2085,20111,NA,Methods,2011-2012,1
2286,SKI1004,20071,NA,Methods,2007-2008,1
2140,COR1005,20164,NA,Methods,2016-2017,4
994,PRO2011,20173,NA,Skills,2017-2018,3
2130,PRO2003,20071,NA,Skills,2007-2008,1
1245,SSC1007,20174,SSC,International Law,2017-2018,4
890,SSC2024,20102,SSC,International Law,2010-2011,2
553,SKI2085,20121,NA,Methods,2012-2013,1
291,HUM2003,20071,HUM,Sociology,2007-2008,1
1215,COR1005,20171,NA,Methods,2017-2018,1
2307,SCI1009,20141,SCI,Biomedical Sciences,2014-2015,1
983,IER3016,20102,NA,NA,2010-2011,2
954,HUM1007,20142,HUM,Philosophy,2014-2015,2
1883,SAH3003,20121,HUM,NA,2012-2013,1
1544,SKI1008,20114,NA,Skills,2011-2012,4
482,PRO1012,20176,NA,Methods,2017-2018,6
1588,SKI3002,20071,NA,Skills,2007-2008,1
1738,CAP3000,20101,NA,NA,2010-2011,1
877,SKI2007,20151,NA,Skills,2015-2016,1
436,SSC3023,20114,SSC,Philosophy,2011-2012,4
2240,HUM2055,20142,HUM,History,2014-2015,2
1015,PRO1010,20113,NA,Skills,2011-2012,3
792,PRO2004,20173,NA,Skills,2017-2018,3
2259,SSC1007,20102,SSC,International Law,2010-2011,2
1734,SKI1008,20151,NA,Skills,2015-2016,1
76,PRO1012,20166,NA,Methods,2016-2017,6
2131,COR1004,20095,NA,Philosophy,2009-2010,5
2319,SAC3001,20111,SCI,NA,2011-2012,1
373,COR1003,20131,NA,History,2013-2014,1
246,COR1002,20155,NA,Philosophy,2015-2016,5
2500,UCLCLC229,20071,NA,NA,2007-2008,1
1251,SKI1004,20164,NA,Methods,2016-2017,4
1404,HUM3045,20082,HUM,Philosophy,2008-2009,2
384,HUM2007,20115,HUM,History,2011-2012,5
1993,COR1002,20082,NA,Philosophy,2008-2009,2
1639,SSC3051,20135,SSC,Int. Relations,2013-2014,5
1490,SKI1004,20124,NA,Methods,2012-2013,4
19,SKI1008,20121,NA,Skills,2012-2013,1
1451,SKI1004,20134,NA,Methods,2013-2014,4
858,SCI1016,20162,SCI,Globalization & SD,2016-2017,2
1615,SKI1004,20094,NA,Methods,2009-2010,4
2302,SSC1007,20092,SSC,International Law,2009-2010,2
278,SCI1009,20131,SCI,Biomedical Sciences,2013-2014,1
1990,PRO2004,20086,NA,Skills,2008-2009,6
234,COR1005,20131,NA,Methods,2013-2014,1
725,UCEXTE0887,20071,NA,NA,2007-2008,1
754,HUM1007,20112,HUM,Philosophy,2011-2012,2
2270,SSC2008,20135,SSC,Business,2013-2014,5
732,SKI2079,20175,NA,Methods,2017-2018,5
40,COR1003,20174,NA,History,2017-2018,4
2353,SCI2010,20114,SCI,Mathematics,2011-2012,4
36,SKI1008,20171,NA,Skills,2017-2018,1
533,COR1003,20071,NA,History,2007-2008,1
1227,COR1003,20071,NA,History,2007-2008,1
1867,HUM2056,20175,HUM,Cultural Studies,2017-2018,5
1144,SSC2039,20094,SSC,Philosophy,2009-2010,4
1923,SAS2005,20171,SSC,NA,2017-2018,1
945,PRO2003,20143,NA,Skills,2014-2015,3
242,COR1002,20071,NA,Philosophy,2007-2008,1
1210,PRO1010,20163,NA,Skills,2016-2017,3
699,COR1005,20154,NA,Methods,2015-2016,4
1764,SKI3002,20102,NA,Skills,2010-2011,2
1967,CAP3000,20124,NA,NA,2012-2013,4
2243,SSC2038,20094,SSC,Economics,2009-2010,4
776,SCI1009,20101,SCI,Biomedical Sciences,2010-2011,1
311,HUM2043,20175,HUM,Cultural Studies,2017-2018,5
318,SSC1005,20102,SSC,Psychology,2010-2011,2
1916,SSC3036,20091,SSC,Int. Relations,2009-2010,1
2260,PRO1010,20093,NA,Skills,2009-2010,3
637,SSC1006,20121,SSC,Int. Relations,2012-2013,1
348,SAH3001,20141,HUM,NA,2014-2015,1
1801,SCI2008,20105,NA,NA,2010-2011,5
1880,COR1004,20122,NA,Philosophy,2012-2013,2
399,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
1308,SSC1025,20094,SSC,Governance,2009-2010,4
387,SCI2010,20154,SCI,Mathematics,2015-2016,4
1565,SSC1006,20121,SSC,Int. Relations,2012-2013,1
891,SKI1008,20171,NA,Skills,2017-2018,1
2510,HUM2025,20071,NA,NA,2007-2008,1
514,HUM2043,20105,HUM,Cultural Studies,2010-2011,5
2416,COR1002,20155,NA,Philosophy,2015-2016,5
908,SAS3001,20171,SSC,NA,2017-2018,1
998,SKI2083,20165,NA,Skills,2016-2017,5
2094,HUM2020,20071,NA,NA,2007-2008,1
154,SSC1007,20162,SSC,International Law,2016-2017,2
2284,COR1004,20135,NA,Philosophy,2013-2014,5
728,SAS2001,20104,SSC,NA,2010-2011,4
1285,COR1002,20175,NA,Philosophy,2017-2018,5
2131,SCI2020,20101,NA,NA,2010-2011,1
1786,SKI2005,20154,NA,Methods,2015-2016,4
918,SSC3038,20154,SSC,Sociology,2015-2016,4
146,SSC2028,20152,SSC,Sociology,2015-2016,2
2451,SKI1004,20094,NA,Methods,2009-2010,4
377,SKI1005,20115,NA,Methods,2011-2012,5
504,PRO3009,20143,NA,Methods,2014-2015,3
2440,SKI1005,20085,NA,Methods,2008-2009,5
1016,COR1003,20174,NA,History,2017-2018,4
2318,PRO1009,20071,NA,NA,2007-2008,1
1732,SKI1009,20135,NA,Skills,2013-2014,5
1677,SSC2019,20101,SSC,Psychology,2010-2011,1
2166,SAS2001,20114,SSC,NA,2011-2012,4
2432,SSC3017,20174,SSC,Business,2017-2018,4
1992,HUM2052,20135,HUM,Philosophy,2013-2014,5
70,SAS2001,20131,SSC,NA,2013-2014,1
110,SSC2026,20105,NA,NA,2010-2011,5
2432,SSC3016,20175,SSC,Globalization & SD,2017-2018,5
581,SSC3051,20165,SSC,Int. Relations,2016-2017,5
561,COR1004,20085,NA,Philosophy,2008-2009,5
2396,SCI2019,20115,SCI,Mathematics,2011-2012,5
766,SCI1006,20095,NA,NA,2009-2010,5
342,SSC2019,20101,SSC,Psychology,2010-2011,1
245,SSC2024,20102,SSC,International Law,2010-2011,2
2437,SKI3002,20092,NA,Skills,2009-2010,2
149,SKI1009,20152,NA,Skills,2015-2016,2
1571,COR1003,20111,NA,History,2011-2012,1
1291,PRO3008,20173,NA,Skills,2017-2018,3
174,PRO3008,20086,NA,Skills,2008-2009,6
602,COR1005,20121,NA,Methods,2012-2013,1
2089,CAP3000,20104,NA,NA,2010-2011,4
642,SKI2086,20142,NA,Skills,2014-2015,2
726,PRO2004,20173,NA,Skills,2017-2018,3
1413,HUM1007,20162,HUM,Philosophy,2016-2017,2
423,SSC1003,20141,SSC,Sociology,2014-2015,1
1543,SKI1007,20082,NA,NA,2008-2009,2
1087,COR1002,20071,NA,Philosophy,2007-2008,1
1984,PRO2004,20113,NA,Skills,2011-2012,3
1789,SSC2024,20172,SSC,International Law,2017-2018,2
1752,CAP3000,20164,NA,NA,2016-2017,4
1757,SAS2003,20124,SSC,NA,2012-2013,4
1762,LAN2000,20141,NA,NA,2014-2015,1
1594,HUM1007,20172,HUM,Philosophy,2017-2018,2
2330,PRO2003,20106,NA,Skills,2010-2011,6
122,SCI2012,20071,SCI,Globalization & SD,2007-2008,1
174,SKI2064,20082,NA,NA,2008-2009,2
497,SAS2001,20171,SSC,NA,2017-2018,1
1519,PRO2003,20113,NA,Skills,2011-2012,3
718,SKI2007,20171,NA,Skills,2017-2018,1
532,SSC2004,20071,SSC,Psychology,2007-2008,1
175,COR1002,20085,NA,Philosophy,2008-2009,5
917,SSC3052,20165,SSC,Int. Relations,2016-2017,5
1007,SSC3010,20101,NA,NA,2010-2011,1
962,SSC3018,20145,SSC,Methods,2014-2015,5
346,SSC1009,20151,SSC,Governance,2015-2016,1
2484,SKI1008,20111,NA,Skills,2011-2012,1
336,HUM2003,20081,HUM,Sociology,2008-2009,1
1056,COR1004,20142,NA,Philosophy,2014-2015,2
2254,COR1002,20095,NA,Philosophy,2009-2010,5
2124,SSC1002,20082,NA,NA,2008-2009,2
1600,SKI2049,20124,NA,Skills,2012-2013,4
1003,HUM2022,20142,HUM,Cultural Studies,2014-2015,2
1944,COR1004,20135,NA,Philosophy,2013-2014,5
1838,SSC2037,20154,SSC,Int. Relations,2015-2016,4
598,PRO1010,20173,NA,Skills,2017-2018,3
2001,SKI2049,20141,NA,Skills,2014-2015,1
2155,INT3005,20162,NA,NA,2016-2017,2
93,SKI2083,20165,NA,Skills,2016-2017,5
944,SSC1027,20112,SSC,Economics,2011-2012,2
449,PRO2004,20143,NA,Skills,2014-2015,3
1536,COR1004,20142,NA,Philosophy,2014-2015,2
278,HUM2043,20135,HUM,Cultural Studies,2013-2014,5
133,SSC2020,20071,SSC,Economics,2007-2008,1
1426,SKI2008,20101,NA,NA,2010-2011,1
961,SSC2025,20081,SSC,Psychology,2008-2009,1
265,PRO2004,20116,NA,Skills,2011-2012,6
1722,HUM2022,20112,HUM,Cultural Studies,2011-2012,2
2226,SSC3010,20121,NA,NA,2012-2013,1
190,SKI1004,20094,NA,Methods,2009-2010,4
1412,SCI2017,20071,SCI,Biomedical Sciences,2007-2008,1
276,COR1003,20104,NA,History,2010-2011,4
1946,COR1005,20104,NA,Methods,2010-2011,4
1179,PRO2003,20093,NA,Skills,2009-2010,3
627,COR1002,20112,NA,Philosophy,2011-2012,2
2500,COR1004,20071,NA,Philosophy,2007-2008,1
1608,COR1004,20172,NA,Philosophy,2017-2018,2
2108,HUM3034,20165,HUM,History,2016-2017,5
2226,SCI2034,20112,SCI,Psychology,2011-2012,2
1007,SKI1008,20091,NA,Skills,2009-2010,1
1719,SKI1005,20125,NA,Methods,2012-2013,5
633,SCI2022,20161,SCI,Biomedical Sciences,2016-2017,1
1100,SKI2007,20071,NA,Skills,2007-2008,1
1226,COR1002,20095,NA,Philosophy,2009-2010,5
1316,SSC1001,20121,NA,NA,2012-2013,1
1763,SSC2050,20155,SSC,Psychology,2015-2016,5
1521,COR1002,20092,NA,Philosophy,2009-2010,2
1463,SKI2005,20134,NA,Methods,2013-2014,4
1183,HUM3029,20124,HUM,Literature,2012-2013,4
1187,SKI1009,20132,NA,Skills,2013-2014,2
204,HUM2011,20085,NA,NA,2008-2009,5
1538,SKI2000,20131,NA,Skills,2013-2014,1
2512,SSC1026,20122,NA,NA,2012-2013,2
1280,SKI2049,20174,NA,Skills,2017-2018,4
1618,SSC2046,20101,SSC,Globalization & SD,2010-2011,1
435,SAC3001,20171,SCI,NA,2017-2018,1
909,COR1005,20121,NA,Methods,2012-2013,1
1627,SSC2027,20154,SSC,Sociology,2015-2016,4
349,PRO1011,20096,NA,NA,2009-2010,6
217,SCI2034,20132,SCI,Psychology,2013-2014,2
400,SKI1009,20142,NA,Skills,2014-2015,2
2519,CHE3002,20145,NA,NA,2014-2015,5
795,EXT0001,20082,NA,NA,2008-2009,2
545,SSC2050,20175,SSC,Psychology,2017-2018,5
891,PRO1010,20173,NA,Skills,2017-2018,3
271,HUM2025,20095,NA,NA,2009-2010,5
940,SKI3051,20092,NA,Skills,2009-2010,2
2406,COR1003,20091,NA,History,2009-2010,1
1368,SKI1004,20094,NA,Methods,2009-2010,4
683,COR1005,20144,NA,Methods,2014-2015,4
464,HUM2054,20174,HUM,Philosophy,2017-2018,4
1437,SSC2037,20071,SSC,Int. Relations,2007-2008,1
940,SAE0001,20084,NA,NA,2008-2009,4
232,SKI1006,20081,NA,NA,2008-2009,1
1768,SCI2012,20084,SCI,Globalization & SD,2008-2009,4
2090,SAE0003,20101,NA,NA,2010-2011,1
192,SSC2006,20164,SSC,Psychology,2016-2017,4
2534,SSC3002,20155,SSC,Int. Relations,2015-2016,5
349,SSC3002,20115,SSC,Int. Relations,2011-2012,5
1111,SKI2084,20135,NA,Skills,2013-2014,5
2524,CAP3000,20114,NA,NA,2011-2012,4
490,COR1003,20171,NA,History,2017-2018,1
1451,SSC3011,20144,SSC,Governance,2014-2015,4
2011,PRO1010,20123,NA,Skills,2012-2013,3
1067,CAP3000,20086,NA,NA,2008-2009,6
1335,SKI1005,20071,NA,Methods,2007-2008,1
805,PRO2011,20153,NA,Skills,2015-2016,3
1731,COR1003,20091,NA,History,2009-2010,1
974,SAE0003,20094,NA,NA,2009-2010,4
956,SKI1007,20071,NA,NA,2007-2008,1
1558,COR1003,20071,NA,History,2007-2008,1
2369,COR1003,20091,NA,History,2009-2010,1
2226,SSC2026,20125,NA,NA,2012-2013,5
2057,SKI2083,20135,NA,Skills,2013-2014,5
2240,COR1004,20132,NA,Philosophy,2013-2014,2
1491,SSC3036,20121,SSC,Int. Relations,2012-2013,1
1345,EXT0004,20085,NA,NA,2008-2009,5
1338,COR1003,20174,NA,History,2017-2018,4
50,COR1005,20071,NA,Methods,2007-2008,1
1193,HUM2054,20164,HUM,Philosophy,2016-2017,4
935,HUM2043,20125,HUM,Cultural Studies,2012-2013,5
1220,COR1003,20111,NA,History,2011-2012,1
539,COR1003,20081,NA,History,2008-2009,1
462,COR1002,20125,NA,Philosophy,2012-2013,5
979,SSC2064,20154,SSC,Governance,2015-2016,4
577,SSC2008,20155,SSC,Business,2015-2016,5
521,SAE0007,20101,NA,NA,2010-2011,1
2378,SKI1004,20114,NA,Methods,2011-2012,4
588,SKI2049,20161,NA,Skills,2016-2017,1
906,UGR3001,20171,NA,Methods,2017-2018,1
1510,SKI1005,20165,NA,Methods,2016-2017,5
1869,SAS2001,20141,SSC,NA,2014-2015,1
2105,COR1004,20125,NA,Philosophy,2012-2013,5
555,COR1002,20105,NA,Philosophy,2010-2011,5
959,SKI1008,20151,NA,Skills,2015-2016,1
1818,HUM2003,20081,HUM,Sociology,2008-2009,1
372,COR1003,20144,NA,History,2014-2015,4
1755,SSC2048,20112,SSC,Economics,2011-2012,2
2239,CAP3000,20154,NA,NA,2015-2016,4
1823,HUM2018,20152,HUM,Sociology,2015-2016,2
591,SSC1005,20131,SSC,Psychology,2013-2014,1
1244,SSC1005,20071,SSC,Psychology,2007-2008,1
18,SKI1004,20134,NA,Methods,2013-2014,4
2176,CAP3000,20164,NA,NA,2016-2017,4
789,SKI1004,20084,NA,Methods,2008-2009,4
514,SSC2038,20094,SSC,Economics,2009-2010,4
1764,SSC1002,20092,NA,NA,2009-2010,2
1281,SKI3050,20081,NA,Skills,2008-2009,1
1594,SKI1008,20141,NA,Skills,2014-2015,1
